"chack","bank_account"
"uniqueid_7970 x Tanzania",NA
"uniqueid_7971 x Tanzania",NA
"uniqueid_7972 x Tanzania",NA
"uniqueid_7973 x Tanzania",NA
"uniqueid_7974 x Tanzania",NA
"uniqueid_7975 x Tanzania",NA
"uniqueid_7976 x Tanzania",NA
"uniqueid_7977 x Tanzania",NA
"uniqueid_7978 x Tanzania",NA
"uniqueid_7979 x Tanzania",NA
"uniqueid_7980 x Tanzania",NA
"uniqueid_7981 x Tanzania",NA
"uniqueid_7982 x Tanzania",NA
"uniqueid_7983 x Tanzania",NA
"uniqueid_7984 x Tanzania",NA
"uniqueid_7985 x Tanzania",NA
"uniqueid_7986 x Tanzania",NA
"uniqueid_7987 x Tanzania",NA
"uniqueid_7988 x Tanzania",NA
"uniqueid_7989 x Tanzania",NA
"uniqueid_7990 x Tanzania",NA
"uniqueid_7991 x Tanzania",NA
"uniqueid_7992 x Tanzania",NA
"uniqueid_7993 x Tanzania",NA
"uniqueid_7994 x Tanzania",NA
"uniqueid_7995 x Tanzania",NA
"uniqueid_7996 x Tanzania",NA
"uniqueid_7997 x Tanzania",NA
"uniqueid_7998 x Tanzania",NA
"uniqueid_7999 x Tanzania",NA
"uniqueid_8000 x Tanzania",NA
"uniqueid_8001 x Tanzania",NA
"uniqueid_8002 x Tanzania",NA
"uniqueid_8003 x Tanzania",NA
"uniqueid_8004 x Tanzania",NA
"uniqueid_8005 x Tanzania",NA
"uniqueid_8006 x Tanzania",NA
"uniqueid_8007 x Tanzania",NA
"uniqueid_8008 x Tanzania",NA
"uniqueid_8009 x Tanzania",NA
"uniqueid_8010 x Tanzania",NA
"uniqueid_8011 x Tanzania",NA
"uniqueid_8012 x Tanzania",NA
"uniqueid_8013 x Tanzania",NA
"uniqueid_8014 x Tanzania",NA
"uniqueid_8015 x Tanzania",NA
"uniqueid_8016 x Tanzania",NA
"uniqueid_8017 x Tanzania",NA
"uniqueid_8018 x Tanzania",NA
"uniqueid_8019 x Tanzania",NA
"uniqueid_8020 x Tanzania",NA
"uniqueid_8021 x Tanzania",NA
"uniqueid_8022 x Tanzania",NA
"uniqueid_8023 x Tanzania",NA
"uniqueid_8024 x Tanzania",NA
"uniqueid_8025 x Tanzania",NA
"uniqueid_8026 x Tanzania",NA
"uniqueid_8027 x Tanzania",NA
"uniqueid_8028 x Tanzania",NA
"uniqueid_8029 x Tanzania",NA
"uniqueid_8030 x Tanzania",NA
"uniqueid_8031 x Tanzania",NA
"uniqueid_8032 x Tanzania",NA
"uniqueid_8033 x Tanzania",NA
"uniqueid_8034 x Tanzania",NA
"uniqueid_8035 x Tanzania",NA
"uniqueid_8036 x Tanzania",NA
"uniqueid_8037 x Tanzania",NA
"uniqueid_8038 x Tanzania",NA
"uniqueid_8039 x Tanzania",NA
"uniqueid_8040 x Tanzania",NA
"uniqueid_8041 x Tanzania",NA
"uniqueid_8042 x Tanzania",NA
"uniqueid_8043 x Tanzania",NA
"uniqueid_8044 x Tanzania",NA
"uniqueid_8045 x Tanzania",NA
"uniqueid_8046 x Tanzania",NA
"uniqueid_8047 x Tanzania",NA
"uniqueid_8048 x Tanzania",NA
"uniqueid_8049 x Tanzania",NA
"uniqueid_8050 x Tanzania",NA
"uniqueid_8051 x Tanzania",NA
"uniqueid_8052 x Tanzania",NA
"uniqueid_8053 x Tanzania",NA
"uniqueid_8054 x Tanzania",NA
"uniqueid_8055 x Tanzania",NA
"uniqueid_8056 x Tanzania",NA
"uniqueid_8057 x Tanzania",NA
"uniqueid_8058 x Tanzania",NA
"uniqueid_8059 x Tanzania",NA
"uniqueid_8060 x Tanzania",NA
"uniqueid_8061 x Tanzania",NA
"uniqueid_8062 x Tanzania",NA
"uniqueid_8063 x Tanzania",NA
"uniqueid_8064 x Tanzania",NA
"uniqueid_8065 x Tanzania",NA
"uniqueid_8066 x Tanzania",NA
"uniqueid_8067 x Tanzania",NA
"uniqueid_8068 x Tanzania",NA
"uniqueid_8069 x Tanzania",NA
"uniqueid_8070 x Tanzania",NA
"uniqueid_8071 x Tanzania",NA
"uniqueid_8072 x Tanzania",NA
"uniqueid_8073 x Tanzania",NA
"uniqueid_8074 x Tanzania",NA
"uniqueid_8075 x Tanzania",NA
"uniqueid_8076 x Tanzania",NA
"uniqueid_8077 x Tanzania",NA
"uniqueid_8078 x Tanzania",NA
"uniqueid_8079 x Tanzania",NA
"uniqueid_8080 x Tanzania",NA
"uniqueid_8081 x Tanzania",NA
"uniqueid_8082 x Tanzania",NA
"uniqueid_8083 x Tanzania",NA
"uniqueid_8084 x Tanzania",NA
"uniqueid_8085 x Tanzania",NA
"uniqueid_8086 x Tanzania",NA
"uniqueid_8087 x Tanzania",NA
"uniqueid_8088 x Tanzania",NA
"uniqueid_8089 x Tanzania",NA
"uniqueid_8090 x Tanzania",NA
"uniqueid_8091 x Tanzania",NA
"uniqueid_8092 x Tanzania",NA
"uniqueid_8093 x Tanzania",NA
"uniqueid_8094 x Tanzania",NA
"uniqueid_8095 x Tanzania",NA
"uniqueid_8096 x Tanzania",NA
"uniqueid_8097 x Tanzania",NA
"uniqueid_8098 x Tanzania",NA
"uniqueid_8099 x Tanzania",NA
"uniqueid_8100 x Tanzania",NA
"uniqueid_8101 x Tanzania",NA
"uniqueid_8102 x Tanzania",NA
"uniqueid_8103 x Tanzania",NA
"uniqueid_8104 x Tanzania",NA
"uniqueid_8105 x Tanzania",NA
"uniqueid_8106 x Tanzania",NA
"uniqueid_8107 x Tanzania",NA
"uniqueid_8108 x Tanzania",NA
"uniqueid_8109 x Tanzania",NA
"uniqueid_8110 x Tanzania",NA
"uniqueid_8111 x Tanzania",NA
"uniqueid_8112 x Tanzania",NA
"uniqueid_8113 x Tanzania",NA
"uniqueid_8114 x Tanzania",NA
"uniqueid_8115 x Tanzania",NA
"uniqueid_8116 x Tanzania",NA
"uniqueid_8117 x Tanzania",NA
"uniqueid_8118 x Tanzania",NA
"uniqueid_8119 x Tanzania",NA
"uniqueid_8120 x Tanzania",NA
"uniqueid_8121 x Tanzania",NA
"uniqueid_8122 x Tanzania",NA
"uniqueid_8123 x Tanzania",NA
"uniqueid_8124 x Tanzania",NA
"uniqueid_8125 x Tanzania",NA
"uniqueid_8126 x Tanzania",NA
"uniqueid_8127 x Tanzania",NA
"uniqueid_8128 x Tanzania",NA
"uniqueid_8129 x Tanzania",NA
"uniqueid_8130 x Tanzania",NA
"uniqueid_8131 x Tanzania",NA
"uniqueid_8132 x Tanzania",NA
"uniqueid_8133 x Tanzania",NA
"uniqueid_8134 x Tanzania",NA
"uniqueid_8135 x Tanzania",NA
"uniqueid_8136 x Tanzania",NA
"uniqueid_8137 x Tanzania",NA
"uniqueid_8138 x Tanzania",NA
"uniqueid_8139 x Tanzania",NA
"uniqueid_8140 x Tanzania",NA
"uniqueid_8141 x Tanzania",NA
"uniqueid_8142 x Tanzania",NA
"uniqueid_8143 x Tanzania",NA
"uniqueid_8144 x Tanzania",NA
"uniqueid_8145 x Tanzania",NA
"uniqueid_8146 x Tanzania",NA
"uniqueid_8147 x Tanzania",NA
"uniqueid_8148 x Tanzania",NA
"uniqueid_8149 x Tanzania",NA
"uniqueid_8150 x Tanzania",NA
"uniqueid_8151 x Tanzania",NA
"uniqueid_8152 x Tanzania",NA
"uniqueid_8153 x Tanzania",NA
"uniqueid_8154 x Tanzania",NA
"uniqueid_8155 x Tanzania",NA
"uniqueid_8156 x Tanzania",NA
"uniqueid_8157 x Tanzania",NA
"uniqueid_8158 x Tanzania",NA
"uniqueid_8159 x Tanzania",NA
"uniqueid_8160 x Tanzania",NA
"uniqueid_8161 x Tanzania",NA
"uniqueid_8162 x Tanzania",NA
"uniqueid_8163 x Tanzania",NA
"uniqueid_8164 x Tanzania",NA
"uniqueid_8165 x Tanzania",NA
"uniqueid_8166 x Tanzania",NA
"uniqueid_8167 x Tanzania",NA
"uniqueid_8168 x Tanzania",NA
"uniqueid_8169 x Tanzania",NA
"uniqueid_8170 x Tanzania",NA
"uniqueid_8171 x Tanzania",NA
"uniqueid_8172 x Tanzania",NA
"uniqueid_8173 x Tanzania",NA
"uniqueid_8174 x Tanzania",NA
"uniqueid_8175 x Tanzania",NA
"uniqueid_8176 x Tanzania",NA
"uniqueid_8177 x Tanzania",NA
"uniqueid_8178 x Tanzania",NA
"uniqueid_8179 x Tanzania",NA
"uniqueid_8180 x Tanzania",NA
"uniqueid_8181 x Tanzania",NA
"uniqueid_8182 x Tanzania",NA
"uniqueid_8183 x Tanzania",NA
"uniqueid_8184 x Tanzania",NA
"uniqueid_8185 x Tanzania",NA
"uniqueid_8186 x Tanzania",NA
"uniqueid_8187 x Tanzania",NA
"uniqueid_8188 x Tanzania",NA
"uniqueid_8189 x Tanzania",NA
"uniqueid_8190 x Tanzania",NA
"uniqueid_8191 x Tanzania",NA
"uniqueid_8192 x Tanzania",NA
"uniqueid_8193 x Tanzania",NA
"uniqueid_8194 x Tanzania",NA
"uniqueid_8195 x Tanzania",NA
"uniqueid_8196 x Tanzania",NA
"uniqueid_8197 x Tanzania",NA
"uniqueid_8198 x Tanzania",NA
"uniqueid_8199 x Tanzania",NA
"uniqueid_8200 x Tanzania",NA
"uniqueid_8201 x Tanzania",NA
"uniqueid_8202 x Tanzania",NA
"uniqueid_8203 x Tanzania",NA
"uniqueid_8204 x Tanzania",NA
"uniqueid_8205 x Tanzania",NA
"uniqueid_8206 x Tanzania",NA
"uniqueid_8207 x Tanzania",NA
"uniqueid_8208 x Tanzania",NA
"uniqueid_8209 x Tanzania",NA
"uniqueid_8210 x Tanzania",NA
"uniqueid_8211 x Tanzania",NA
"uniqueid_8212 x Tanzania",NA
"uniqueid_8213 x Tanzania",NA
"uniqueid_8214 x Tanzania",NA
"uniqueid_8215 x Tanzania",NA
"uniqueid_8216 x Tanzania",NA
"uniqueid_8217 x Tanzania",NA
"uniqueid_8218 x Tanzania",NA
"uniqueid_8219 x Tanzania",NA
"uniqueid_8220 x Tanzania",NA
"uniqueid_8221 x Tanzania",NA
"uniqueid_8222 x Tanzania",NA
"uniqueid_8223 x Tanzania",NA
"uniqueid_8224 x Tanzania",NA
"uniqueid_8225 x Tanzania",NA
"uniqueid_8226 x Tanzania",NA
"uniqueid_8227 x Tanzania",NA
"uniqueid_8228 x Tanzania",NA
"uniqueid_8229 x Tanzania",NA
"uniqueid_8230 x Tanzania",NA
"uniqueid_8231 x Tanzania",NA
"uniqueid_8232 x Tanzania",NA
"uniqueid_8233 x Tanzania",NA
"uniqueid_8234 x Tanzania",NA
"uniqueid_8235 x Tanzania",NA
"uniqueid_8236 x Tanzania",NA
"uniqueid_8237 x Tanzania",NA
"uniqueid_8238 x Tanzania",NA
"uniqueid_8239 x Tanzania",NA
"uniqueid_8240 x Tanzania",NA
"uniqueid_8241 x Tanzania",NA
"uniqueid_8242 x Tanzania",NA
"uniqueid_8243 x Tanzania",NA
"uniqueid_8244 x Tanzania",NA
"uniqueid_8245 x Tanzania",NA
"uniqueid_8246 x Tanzania",NA
"uniqueid_8247 x Tanzania",NA
"uniqueid_8248 x Tanzania",NA
"uniqueid_8249 x Tanzania",NA
"uniqueid_8250 x Tanzania",NA
"uniqueid_8251 x Tanzania",NA
"uniqueid_8252 x Tanzania",NA
"uniqueid_8253 x Tanzania",NA
"uniqueid_8254 x Tanzania",NA
"uniqueid_8255 x Tanzania",NA
"uniqueid_8256 x Tanzania",NA
"uniqueid_8257 x Tanzania",NA
"uniqueid_8258 x Tanzania",NA
"uniqueid_8259 x Tanzania",NA
"uniqueid_8260 x Tanzania",NA
"uniqueid_8261 x Tanzania",NA
"uniqueid_8262 x Tanzania",NA
"uniqueid_8263 x Tanzania",NA
"uniqueid_8264 x Tanzania",NA
"uniqueid_8265 x Tanzania",NA
"uniqueid_8266 x Tanzania",NA
"uniqueid_8267 x Tanzania",NA
"uniqueid_8268 x Tanzania",NA
"uniqueid_8269 x Tanzania",NA
"uniqueid_8270 x Tanzania",NA
"uniqueid_8271 x Tanzania",NA
"uniqueid_8272 x Tanzania",NA
"uniqueid_8273 x Tanzania",NA
"uniqueid_8274 x Tanzania",NA
"uniqueid_8275 x Tanzania",NA
"uniqueid_8276 x Tanzania",NA
"uniqueid_8277 x Tanzania",NA
"uniqueid_8278 x Tanzania",NA
"uniqueid_8279 x Tanzania",NA
"uniqueid_8280 x Tanzania",NA
"uniqueid_8281 x Tanzania",NA
"uniqueid_8282 x Tanzania",NA
"uniqueid_8283 x Tanzania",NA
"uniqueid_8284 x Tanzania",NA
"uniqueid_8285 x Tanzania",NA
"uniqueid_8286 x Tanzania",NA
"uniqueid_8287 x Tanzania",NA
"uniqueid_8288 x Tanzania",NA
"uniqueid_8289 x Tanzania",NA
"uniqueid_8290 x Tanzania",NA
"uniqueid_8291 x Tanzania",NA
"uniqueid_8292 x Tanzania",NA
"uniqueid_8293 x Tanzania",NA
"uniqueid_8294 x Tanzania",NA
"uniqueid_8295 x Tanzania",NA
"uniqueid_8296 x Tanzania",NA
"uniqueid_8297 x Tanzania",NA
"uniqueid_8298 x Tanzania",NA
"uniqueid_8299 x Tanzania",NA
"uniqueid_8300 x Tanzania",NA
"uniqueid_8301 x Tanzania",NA
"uniqueid_8302 x Tanzania",NA
"uniqueid_8303 x Tanzania",NA
"uniqueid_8304 x Tanzania",NA
"uniqueid_8305 x Tanzania",NA
"uniqueid_8306 x Tanzania",NA
"uniqueid_8307 x Tanzania",NA
"uniqueid_8308 x Tanzania",NA
"uniqueid_8309 x Tanzania",NA
"uniqueid_8310 x Tanzania",NA
"uniqueid_8311 x Tanzania",NA
"uniqueid_8312 x Tanzania",NA
"uniqueid_8313 x Tanzania",NA
"uniqueid_8314 x Tanzania",NA
"uniqueid_8315 x Tanzania",NA
"uniqueid_8316 x Tanzania",NA
"uniqueid_8317 x Tanzania",NA
"uniqueid_8318 x Tanzania",NA
"uniqueid_8319 x Tanzania",NA
"uniqueid_8320 x Tanzania",NA
"uniqueid_8321 x Tanzania",NA
"uniqueid_8322 x Tanzania",NA
"uniqueid_8323 x Tanzania",NA
"uniqueid_8324 x Tanzania",NA
"uniqueid_8325 x Tanzania",NA
"uniqueid_8326 x Tanzania",NA
"uniqueid_8327 x Tanzania",NA
"uniqueid_8328 x Tanzania",NA
"uniqueid_8329 x Tanzania",NA
"uniqueid_8330 x Tanzania",NA
"uniqueid_8331 x Tanzania",NA
"uniqueid_8332 x Tanzania",NA
"uniqueid_8333 x Tanzania",NA
"uniqueid_8334 x Tanzania",NA
"uniqueid_8335 x Tanzania",NA
"uniqueid_8336 x Tanzania",NA
"uniqueid_8337 x Tanzania",NA
"uniqueid_8338 x Tanzania",NA
"uniqueid_8339 x Tanzania",NA
"uniqueid_8340 x Tanzania",NA
"uniqueid_8341 x Tanzania",NA
"uniqueid_8342 x Tanzania",NA
"uniqueid_8343 x Tanzania",NA
"uniqueid_8344 x Tanzania",NA
"uniqueid_8345 x Tanzania",NA
"uniqueid_8346 x Tanzania",NA
"uniqueid_8347 x Tanzania",NA
"uniqueid_8348 x Tanzania",NA
"uniqueid_8349 x Tanzania",NA
"uniqueid_8350 x Tanzania",NA
"uniqueid_8351 x Tanzania",NA
"uniqueid_8352 x Tanzania",NA
"uniqueid_8353 x Tanzania",NA
"uniqueid_8354 x Tanzania",NA
"uniqueid_8355 x Tanzania",NA
"uniqueid_8356 x Tanzania",NA
"uniqueid_8357 x Tanzania",NA
"uniqueid_8358 x Tanzania",NA
"uniqueid_8359 x Tanzania",NA
"uniqueid_8360 x Tanzania",NA
"uniqueid_8361 x Tanzania",NA
"uniqueid_8362 x Tanzania",NA
"uniqueid_8363 x Tanzania",NA
"uniqueid_8364 x Tanzania",NA
"uniqueid_8365 x Tanzania",NA
"uniqueid_8366 x Tanzania",NA
"uniqueid_8367 x Tanzania",NA
"uniqueid_8368 x Tanzania",NA
"uniqueid_8369 x Tanzania",NA
"uniqueid_8370 x Tanzania",NA
"uniqueid_8371 x Tanzania",NA
"uniqueid_8372 x Tanzania",NA
"uniqueid_8373 x Tanzania",NA
"uniqueid_8374 x Tanzania",NA
"uniqueid_8375 x Tanzania",NA
"uniqueid_8376 x Tanzania",NA
"uniqueid_8377 x Tanzania",NA
"uniqueid_8378 x Tanzania",NA
"uniqueid_8379 x Tanzania",NA
"uniqueid_8380 x Tanzania",NA
"uniqueid_8381 x Tanzania",NA
"uniqueid_8382 x Tanzania",NA
"uniqueid_8383 x Tanzania",NA
"uniqueid_8384 x Tanzania",NA
"uniqueid_8385 x Tanzania",NA
"uniqueid_8386 x Tanzania",NA
"uniqueid_8387 x Tanzania",NA
"uniqueid_8388 x Tanzania",NA
"uniqueid_8389 x Tanzania",NA
"uniqueid_8390 x Tanzania",NA
"uniqueid_8391 x Tanzania",NA
"uniqueid_8392 x Tanzania",NA
"uniqueid_8393 x Tanzania",NA
"uniqueid_8394 x Tanzania",NA
"uniqueid_8395 x Tanzania",NA
"uniqueid_8396 x Tanzania",NA
"uniqueid_8397 x Tanzania",NA
"uniqueid_8398 x Tanzania",NA
"uniqueid_8399 x Tanzania",NA
"uniqueid_8400 x Tanzania",NA
"uniqueid_8401 x Tanzania",NA
"uniqueid_8402 x Tanzania",NA
"uniqueid_8403 x Tanzania",NA
"uniqueid_8404 x Tanzania",NA
"uniqueid_8405 x Tanzania",NA
"uniqueid_8406 x Tanzania",NA
"uniqueid_8407 x Tanzania",NA
"uniqueid_8408 x Tanzania",NA
"uniqueid_8409 x Tanzania",NA
"uniqueid_8410 x Tanzania",NA
"uniqueid_8411 x Tanzania",NA
"uniqueid_8412 x Tanzania",NA
"uniqueid_8413 x Tanzania",NA
"uniqueid_8414 x Tanzania",NA
"uniqueid_8415 x Tanzania",NA
"uniqueid_8416 x Tanzania",NA
"uniqueid_8417 x Tanzania",NA
"uniqueid_8418 x Tanzania",NA
"uniqueid_8419 x Tanzania",NA
"uniqueid_8420 x Tanzania",NA
"uniqueid_8421 x Tanzania",NA
"uniqueid_8422 x Tanzania",NA
"uniqueid_8423 x Tanzania",NA
"uniqueid_8424 x Tanzania",NA
"uniqueid_8425 x Tanzania",NA
"uniqueid_8426 x Tanzania",NA
"uniqueid_8427 x Tanzania",NA
"uniqueid_8428 x Tanzania",NA
"uniqueid_8429 x Tanzania",NA
"uniqueid_8430 x Tanzania",NA
"uniqueid_8431 x Tanzania",NA
"uniqueid_8432 x Tanzania",NA
"uniqueid_8433 x Tanzania",NA
"uniqueid_8434 x Tanzania",NA
"uniqueid_8435 x Tanzania",NA
"uniqueid_8436 x Tanzania",NA
"uniqueid_8437 x Tanzania",NA
"uniqueid_8438 x Tanzania",NA
"uniqueid_8439 x Tanzania",NA
"uniqueid_8440 x Tanzania",NA
"uniqueid_8441 x Tanzania",NA
"uniqueid_8442 x Tanzania",NA
"uniqueid_8443 x Tanzania",NA
"uniqueid_8444 x Tanzania",NA
"uniqueid_8445 x Tanzania",NA
"uniqueid_8446 x Tanzania",NA
"uniqueid_8447 x Tanzania",NA
"uniqueid_8448 x Tanzania",NA
"uniqueid_8449 x Tanzania",NA
"uniqueid_8450 x Tanzania",NA
"uniqueid_8451 x Tanzania",NA
"uniqueid_8452 x Tanzania",NA
"uniqueid_8453 x Tanzania",NA
"uniqueid_8454 x Tanzania",NA
"uniqueid_8455 x Tanzania",NA
"uniqueid_8456 x Tanzania",NA
"uniqueid_8457 x Tanzania",NA
"uniqueid_8458 x Tanzania",NA
"uniqueid_8459 x Tanzania",NA
"uniqueid_8460 x Tanzania",NA
"uniqueid_8461 x Tanzania",NA
"uniqueid_8462 x Tanzania",NA
"uniqueid_8463 x Tanzania",NA
"uniqueid_8464 x Tanzania",NA
"uniqueid_8465 x Tanzania",NA
"uniqueid_8466 x Tanzania",NA
"uniqueid_8467 x Tanzania",NA
"uniqueid_8468 x Tanzania",NA
"uniqueid_8469 x Tanzania",NA
"uniqueid_8470 x Tanzania",NA
"uniqueid_8471 x Tanzania",NA
"uniqueid_8472 x Tanzania",NA
"uniqueid_8473 x Tanzania",NA
"uniqueid_8474 x Tanzania",NA
"uniqueid_8475 x Tanzania",NA
"uniqueid_8476 x Tanzania",NA
"uniqueid_8477 x Tanzania",NA
"uniqueid_8478 x Tanzania",NA
"uniqueid_8479 x Tanzania",NA
"uniqueid_8480 x Tanzania",NA
"uniqueid_8481 x Tanzania",NA
"uniqueid_8482 x Tanzania",NA
"uniqueid_8483 x Tanzania",NA
"uniqueid_8484 x Tanzania",NA
"uniqueid_8485 x Tanzania",NA
"uniqueid_8486 x Tanzania",NA
"uniqueid_8487 x Tanzania",NA
"uniqueid_8488 x Tanzania",NA
"uniqueid_8489 x Tanzania",NA
"uniqueid_8490 x Tanzania",NA
"uniqueid_8491 x Tanzania",NA
"uniqueid_8492 x Tanzania",NA
"uniqueid_8493 x Tanzania",NA
"uniqueid_8494 x Tanzania",NA
"uniqueid_8495 x Tanzania",NA
"uniqueid_8496 x Tanzania",NA
"uniqueid_8497 x Tanzania",NA
"uniqueid_8498 x Tanzania",NA
"uniqueid_8499 x Tanzania",NA
"uniqueid_8500 x Tanzania",NA
"uniqueid_8501 x Tanzania",NA
"uniqueid_8502 x Tanzania",NA
"uniqueid_8503 x Tanzania",NA
"uniqueid_8504 x Tanzania",NA
"uniqueid_8505 x Tanzania",NA
"uniqueid_8506 x Tanzania",NA
"uniqueid_8507 x Tanzania",NA
"uniqueid_8508 x Tanzania",NA
"uniqueid_8509 x Tanzania",NA
"uniqueid_8510 x Tanzania",NA
"uniqueid_8511 x Tanzania",NA
"uniqueid_8512 x Tanzania",NA
"uniqueid_8513 x Tanzania",NA
"uniqueid_8514 x Tanzania",NA
"uniqueid_8515 x Tanzania",NA
"uniqueid_8516 x Tanzania",NA
"uniqueid_8517 x Tanzania",NA
"uniqueid_8518 x Tanzania",NA
"uniqueid_8519 x Tanzania",NA
"uniqueid_8520 x Tanzania",NA
"uniqueid_8521 x Tanzania",NA
"uniqueid_8522 x Tanzania",NA
"uniqueid_8523 x Tanzania",NA
"uniqueid_8524 x Tanzania",NA
"uniqueid_8525 x Tanzania",NA
"uniqueid_8526 x Tanzania",NA
"uniqueid_8527 x Tanzania",NA
"uniqueid_8528 x Tanzania",NA
"uniqueid_8529 x Tanzania",NA
"uniqueid_8530 x Tanzania",NA
"uniqueid_8531 x Tanzania",NA
"uniqueid_8532 x Tanzania",NA
"uniqueid_8533 x Tanzania",NA
"uniqueid_8534 x Tanzania",NA
"uniqueid_8535 x Tanzania",NA
"uniqueid_8536 x Tanzania",NA
"uniqueid_8537 x Tanzania",NA
"uniqueid_8538 x Tanzania",NA
"uniqueid_8539 x Tanzania",NA
"uniqueid_8540 x Tanzania",NA
"uniqueid_8541 x Tanzania",NA
"uniqueid_8542 x Tanzania",NA
"uniqueid_8543 x Tanzania",NA
"uniqueid_8544 x Tanzania",NA
"uniqueid_8545 x Tanzania",NA
"uniqueid_8546 x Tanzania",NA
"uniqueid_8547 x Tanzania",NA
"uniqueid_8548 x Tanzania",NA
"uniqueid_8549 x Tanzania",NA
"uniqueid_8550 x Tanzania",NA
"uniqueid_8551 x Tanzania",NA
"uniqueid_8552 x Tanzania",NA
"uniqueid_8553 x Tanzania",NA
"uniqueid_8554 x Tanzania",NA
"uniqueid_8555 x Tanzania",NA
"uniqueid_8556 x Tanzania",NA
"uniqueid_8557 x Tanzania",NA
"uniqueid_8558 x Tanzania",NA
"uniqueid_8559 x Tanzania",NA
"uniqueid_8560 x Tanzania",NA
"uniqueid_8561 x Tanzania",NA
"uniqueid_8562 x Tanzania",NA
"uniqueid_8563 x Tanzania",NA
"uniqueid_8564 x Tanzania",NA
"uniqueid_8565 x Tanzania",NA
"uniqueid_8566 x Tanzania",NA
"uniqueid_8567 x Tanzania",NA
"uniqueid_8568 x Tanzania",NA
"uniqueid_8569 x Tanzania",NA
"uniqueid_8570 x Tanzania",NA
"uniqueid_8571 x Tanzania",NA
"uniqueid_8572 x Tanzania",NA
"uniqueid_8573 x Tanzania",NA
"uniqueid_8574 x Tanzania",NA
"uniqueid_8575 x Tanzania",NA
"uniqueid_8576 x Tanzania",NA
"uniqueid_8577 x Tanzania",NA
"uniqueid_8578 x Tanzania",NA
"uniqueid_8579 x Tanzania",NA
"uniqueid_8580 x Tanzania",NA
"uniqueid_8581 x Tanzania",NA
"uniqueid_8582 x Tanzania",NA
"uniqueid_8583 x Tanzania",NA
"uniqueid_8584 x Tanzania",NA
"uniqueid_8585 x Tanzania",NA
"uniqueid_8586 x Tanzania",NA
"uniqueid_8587 x Tanzania",NA
"uniqueid_8588 x Tanzania",NA
"uniqueid_8589 x Tanzania",NA
"uniqueid_8590 x Tanzania",NA
"uniqueid_8591 x Tanzania",NA
"uniqueid_8592 x Tanzania",NA
"uniqueid_8593 x Tanzania",NA
"uniqueid_8594 x Tanzania",NA
"uniqueid_8595 x Tanzania",NA
"uniqueid_8596 x Tanzania",NA
"uniqueid_8597 x Tanzania",NA
"uniqueid_8598 x Tanzania",NA
"uniqueid_8599 x Tanzania",NA
"uniqueid_8600 x Tanzania",NA
"uniqueid_8601 x Tanzania",NA
"uniqueid_8602 x Tanzania",NA
"uniqueid_8603 x Tanzania",NA
"uniqueid_8604 x Tanzania",NA
"uniqueid_8605 x Tanzania",NA
"uniqueid_8606 x Tanzania",NA
"uniqueid_8607 x Tanzania",NA
"uniqueid_8608 x Tanzania",NA
"uniqueid_8609 x Tanzania",NA
"uniqueid_8610 x Tanzania",NA
"uniqueid_8611 x Tanzania",NA
"uniqueid_8612 x Tanzania",NA
"uniqueid_8613 x Tanzania",NA
"uniqueid_8614 x Tanzania",NA
"uniqueid_8615 x Tanzania",NA
"uniqueid_8616 x Tanzania",NA
"uniqueid_8617 x Tanzania",NA
"uniqueid_8618 x Tanzania",NA
"uniqueid_8619 x Tanzania",NA
"uniqueid_8620 x Tanzania",NA
"uniqueid_8621 x Tanzania",NA
"uniqueid_8622 x Tanzania",NA
"uniqueid_8623 x Tanzania",NA
"uniqueid_8624 x Tanzania",NA
"uniqueid_8625 x Tanzania",NA
"uniqueid_8626 x Tanzania",NA
"uniqueid_8627 x Tanzania",NA
"uniqueid_8628 x Tanzania",NA
"uniqueid_8629 x Tanzania",NA
"uniqueid_8630 x Tanzania",NA
"uniqueid_8631 x Tanzania",NA
"uniqueid_8632 x Tanzania",NA
"uniqueid_8633 x Tanzania",NA
"uniqueid_8634 x Tanzania",NA
"uniqueid_8635 x Tanzania",NA
"uniqueid_8636 x Tanzania",NA
"uniqueid_8637 x Tanzania",NA
"uniqueid_8638 x Tanzania",NA
"uniqueid_8639 x Tanzania",NA
"uniqueid_8640 x Tanzania",NA
"uniqueid_8641 x Tanzania",NA
"uniqueid_8642 x Tanzania",NA
"uniqueid_8643 x Tanzania",NA
"uniqueid_8644 x Tanzania",NA
"uniqueid_8645 x Tanzania",NA
"uniqueid_8646 x Tanzania",NA
"uniqueid_8647 x Tanzania",NA
"uniqueid_8648 x Tanzania",NA
"uniqueid_8649 x Tanzania",NA
"uniqueid_8650 x Tanzania",NA
"uniqueid_8651 x Tanzania",NA
"uniqueid_8652 x Tanzania",NA
"uniqueid_8653 x Tanzania",NA
"uniqueid_8654 x Tanzania",NA
"uniqueid_8655 x Tanzania",NA
"uniqueid_8656 x Tanzania",NA
"uniqueid_8657 x Tanzania",NA
"uniqueid_8658 x Tanzania",NA
"uniqueid_8659 x Tanzania",NA
"uniqueid_8660 x Tanzania",NA
"uniqueid_8661 x Tanzania",NA
"uniqueid_8662 x Tanzania",NA
"uniqueid_8663 x Tanzania",NA
"uniqueid_8664 x Tanzania",NA
"uniqueid_8665 x Tanzania",NA
"uniqueid_8666 x Tanzania",NA
"uniqueid_8667 x Tanzania",NA
"uniqueid_8668 x Tanzania",NA
